timestamp_ns,type,seq,exposure_us,iso,path
7322211362000,rgb,8380,501,1450,rgb/rgb_7322211362000_8380.png
7322244684000,rgb,8381,501,1450,rgb/rgb_7322244684000_8381.png
7322278006000,rgb,8382,501,1450,rgb/rgb_7322278006000_8382.png
7322311328000,rgb,8383,501,1450,rgb/rgb_7322311328000_8383.png
7322344650000,rgb,8384,501,1450,rgb/rgb_7322344650000_8384.png
7322377972000,rgb,8385,501,1450,rgb/rgb_7322377972000_8385.png
7322411293000,rgb,8386,501,1450,rgb/rgb_7322411293000_8386.png
7322444615000,rgb,8387,501,1450,rgb/rgb_7322444615000_8387.png
7322477937000,rgb,8388,501,1450,rgb/rgb_7322477937000_8388.png
7322511260000,rgb,8389,501,1450,rgb/rgb_7322511260000_8389.png
7322544581000,rgb,8390,501,1450,rgb/rgb_7322544581000_8390.png
7322577903000,rgb,8391,501,1450,rgb/rgb_7322577903000_8391.png
7322611225000,rgb,8392,501,1450,rgb/rgb_7322611225000_8392.png
7322644547000,rgb,8393,501,1450,rgb/rgb_7322644547000_8393.png
7322677868000,rgb,8394,501,1450,rgb/rgb_7322677868000_8394.png
7322711190000,rgb,8395,501,1450,rgb/rgb_7322711190000_8395.png
7322744512000,rgb,8396,501,1450,rgb/rgb_7322744512000_8396.png
7322777834000,rgb,8397,501,1450,rgb/rgb_7322777834000_8397.png
7322811156000,rgb,8398,501,1450,rgb/rgb_7322811156000_8398.png
7322844479000,rgb,8399,501,1450,rgb/rgb_7322844479000_8399.png
7322877800000,rgb,8400,501,1450,rgb/rgb_7322877800000_8400.png
7322911122000,rgb,8401,501,1450,rgb/rgb_7322911122000_8401.png
7322944444000,rgb,8402,501,1450,rgb/rgb_7322944444000_8402.png
7322977766000,rgb,8403,501,1450,rgb/rgb_7322977766000_8403.png
7323011087000,rgb,8404,501,1450,rgb/rgb_7323011087000_8404.png
7323044409000,rgb,8405,501,1450,rgb/rgb_7323044409000_8405.png
7323077731000,rgb,8406,501,1450,rgb/rgb_7323077731000_8406.png
7323111053000,rgb,8407,501,1450,rgb/rgb_7323111053000_8407.png
7323144375000,rgb,8408,501,1450,rgb/rgb_7323144375000_8408.png
7323177697000,rgb,8409,501,1450,rgb/rgb_7323177697000_8409.png
7323211019000,rgb,8410,501,1450,rgb/rgb_7323211019000_8410.png
7323244341000,rgb,8411,501,1450,rgb/rgb_7323244341000_8411.png
7323277663000,rgb,8412,501,1450,rgb/rgb_7323277663000_8412.png
7323310985000,rgb,8413,501,1450,rgb/rgb_7323310985000_8413.png
7323344306000,rgb,8414,501,1450,rgb/rgb_7323344306000_8414.png
7323377628000,rgb,8415,501,1450,rgb/rgb_7323377628000_8415.png
7323410950000,rgb,8416,501,1450,rgb/rgb_7323410950000_8416.png
7323444272000,rgb,8417,501,1450,rgb/rgb_7323444272000_8417.png
7323477594000,rgb,8418,501,1450,rgb/rgb_7323477594000_8418.png
7323510916000,rgb,8419,501,1450,rgb/rgb_7323510916000_8419.png
7323544238000,rgb,8420,501,1450,rgb/rgb_7323544238000_8420.png
7323577560000,rgb,8421,501,1450,rgb/rgb_7323577560000_8421.png
7323610882000,rgb,8422,501,1450,rgb/rgb_7323610882000_8422.png
7323644203000,rgb,8423,501,1450,rgb/rgb_7323644203000_8423.png
7323677525000,rgb,8424,501,1450,rgb/rgb_7323677525000_8424.png
7323710847000,rgb,8425,501,1450,rgb/rgb_7323710847000_8425.png
7323744169000,rgb,8426,501,1450,rgb/rgb_7323744169000_8426.png
7323777491000,rgb,8427,501,1450,rgb/rgb_7323777491000_8427.png
7323810813000,rgb,8428,501,1450,rgb/rgb_7323810813000_8428.png
7323844135000,rgb,8429,501,1450,rgb/rgb_7323844135000_8429.png
7323877457000,rgb,8430,501,1450,rgb/rgb_7323877457000_8430.png
7323910779000,rgb,8431,501,1450,rgb/rgb_7323910779000_8431.png
7323944100000,rgb,8432,501,1450,rgb/rgb_7323944100000_8432.png
7323977422000,rgb,8433,501,1450,rgb/rgb_7323977422000_8433.png
7324010744000,rgb,8434,501,1450,rgb/rgb_7324010744000_8434.png
7324044066000,rgb,8435,501,1450,rgb/rgb_7324044066000_8435.png
7324077388000,rgb,8436,501,1450,rgb/rgb_7324077388000_8436.png
7324110710000,rgb,8437,501,1450,rgb/rgb_7324110710000_8437.png
7324144031000,rgb,8438,501,1450,rgb/rgb_7324144031000_8438.png
7324177354000,rgb,8439,501,1450,rgb/rgb_7324177354000_8439.png
7324210676000,rgb,8440,501,1450,rgb/rgb_7324210676000_8440.png
7324243997000,rgb,8441,501,1450,rgb/rgb_7324243997000_8441.png
7324277319000,rgb,8442,501,1450,rgb/rgb_7324277319000_8442.png
7324310641000,rgb,8443,501,1450,rgb/rgb_7324310641000_8443.png
7324343963000,rgb,8444,501,1450,rgb/rgb_7324343963000_8444.png
7324377285000,rgb,8445,501,1450,rgb/rgb_7324377285000_8445.png
7324410607000,rgb,8446,501,1450,rgb/rgb_7324410607000_8446.png
7324443929000,rgb,8447,501,1450,rgb/rgb_7324443929000_8447.png
