timestamp_ns,type,seq,exposure_us,iso,path
2452855089000,rgb,10219,3001,1600,rgb/rgb_2452855089000_10219.png
2452888411000,rgb,10220,3001,1600,rgb/rgb_2452888411000_10220.png
2452921733000,rgb,10221,3001,1600,rgb/rgb_2452921733000_10221.png
2452955055000,rgb,10222,3001,1600,rgb/rgb_2452955055000_10222.png
2452988377000,rgb,10223,3001,1600,rgb/rgb_2452988377000_10223.png
2453021698000,rgb,10224,3001,1600,rgb/rgb_2453021698000_10224.png
2453055020000,rgb,10225,3001,1600,rgb/rgb_2453055020000_10225.png
2453088342000,rgb,10226,3001,1600,rgb/rgb_2453088342000_10226.png
2453121664000,rgb,10227,3001,1600,rgb/rgb_2453121664000_10227.png
2453154986000,rgb,10228,3001,1600,rgb/rgb_2453154986000_10228.png
2453188308000,rgb,10229,3001,1600,rgb/rgb_2453188308000_10229.png
2453221630000,rgb,10230,3001,1600,rgb/rgb_2453221630000_10230.png
2453254952000,rgb,10231,3001,1600,rgb/rgb_2453254952000_10231.png
2453288274000,rgb,10232,3001,1600,rgb/rgb_2453288274000_10232.png
2453321596000,rgb,10233,3001,1600,rgb/rgb_2453321596000_10233.png
2453354917000,rgb,10234,3001,1600,rgb/rgb_2453354917000_10234.png
2453388239000,rgb,10235,3001,1600,rgb/rgb_2453388239000_10235.png
2453421561000,rgb,10236,3001,1600,rgb/rgb_2453421561000_10236.png
2453454883000,rgb,10237,3001,1600,rgb/rgb_2453454883000_10237.png
2453488205000,rgb,10238,3001,1600,rgb/rgb_2453488205000_10238.png
2453521527000,rgb,10239,3001,1600,rgb/rgb_2453521527000_10239.png
2453554850000,rgb,10240,3001,1600,rgb/rgb_2453554850000_10240.png
2453588171000,rgb,10241,3001,1600,rgb/rgb_2453588171000_10241.png
2453621493000,rgb,10242,3001,1600,rgb/rgb_2453621493000_10242.png
2453654814000,rgb,10243,3001,1600,rgb/rgb_2453654814000_10243.png
2453688136000,rgb,10244,3001,1600,rgb/rgb_2453688136000_10244.png
2453721458000,rgb,10245,3001,1600,rgb/rgb_2453721458000_10245.png
2453754780000,rgb,10246,3001,1600,rgb/rgb_2453754780000_10246.png
2453788102000,rgb,10247,3001,1600,rgb/rgb_2453788102000_10247.png
2453821424000,rgb,10248,3001,1600,rgb/rgb_2453821424000_10248.png
2453854746000,rgb,10249,3001,1600,rgb/rgb_2453854746000_10249.png
2453888068000,rgb,10250,3001,1600,rgb/rgb_2453888068000_10250.png
2453921389000,rgb,10251,3001,1600,rgb/rgb_2453921389000_10251.png
2453954711000,rgb,10252,3001,1600,rgb/rgb_2453954711000_10252.png
2453988033000,rgb,10253,3001,1600,rgb/rgb_2453988033000_10253.png
2454021355000,rgb,10254,3001,1600,rgb/rgb_2454021355000_10254.png
2454054677000,rgb,10255,3001,1600,rgb/rgb_2454054677000_10255.png
